time_of_trip,start_lat,start_lng,hour,hour_grouping
9/5/2014 0:37,40.74678,-73.97997,0,12:00 AM - 2:59 AM
9/5/2014 0:37,40.66643,-73.89456,0,12:00 AM - 2:59 AM
9/5/2014 0:38,40.73164,-73.99488,0,12:00 AM - 2:59 AM
9/5/2014 0:38,40.73709,-74.00525,0,12:00 AM - 2:59 AM
9/5/2014 0:38,40.72381,-74.00795,0,12:00 AM - 2:59 AM
9/5/2014 0:38,40.75881,-73.98576,0,12:00 AM - 2:59 AM
9/5/2014 0:38,40.70985,-74.0153,0,12:00 AM - 2:59 AM
9/5/2014 0:38,40.77985,-73.94838,0,12:00 AM - 2:59 AM
9/5/2014 0:39,40.79748,-73.93891,0,12:00 AM - 2:59 AM
9/5/2014 0:39,40.7294,-74.01052,0,12:00 AM - 2:59 AM
9/5/2014 0:39,40.72236,-73.98806,0,12:00 AM - 2:59 AM
9/5/2014 0:39,40.78166,-73.95857,0,12:00 AM - 2:59 AM
9/5/2014 0:39,40.72289,-73.97662,0,12:00 AM - 2:59 AM
9/5/2014 0:39,40.70799,-74.01445,0,12:00 AM - 2:59 AM
9/5/2014 0:39,40.75375,-73.94582,0,12:00 AM - 2:59 AM
9/5/2014 0:39,40.72536,-73.98412,0,12:00 AM - 2:59 AM
9/5/2014 0:40,40.75449,-73.97928,0,12:00 AM - 2:59 AM
9/5/2014 0:40,40.76408,-73.97263,0,12:00 AM - 2:59 AM
9/5/2014 0:40,40.71716,-73.9907,0,12:00 AM - 2:59 AM
9/5/2014 0:40,40.7733,-73.98119,0,12:00 AM - 2:59 AM
9/5/2014 0:41,40.70662,-74.00846,0,12:00 AM - 2:59 AM
9/5/2014 0:41,40.68279,-73.92269,0,12:00 AM - 2:59 AM
9/5/2014 0:41,40.74779,-73.98738,0,12:00 AM - 2:59 AM
9/5/2014 0:41,40.71942,-73.99963,0,12:00 AM - 2:59 AM
9/5/2014 0:41,40.74631,-73.9977,0,12:00 AM - 2:59 AM
9/5/2014 0:41,40.78541,-73.95329,0,12:00 AM - 2:59 AM
9/5/2014 0:41,40.74721,-73.99303,0,12:00 AM - 2:59 AM
9/5/2014 0:41,40.74763,-74.00439,0,12:00 AM - 2:59 AM
9/5/2014 0:41,40.68255,-73.90781,0,12:00 AM - 2:59 AM
9/5/2014 0:42,40.75293,-73.98149,0,12:00 AM - 2:59 AM
9/5/2014 0:42,40.69043,-73.95983,0,12:00 AM - 2:59 AM
9/5/2014 0:42,40.73528,-74.00065,0,12:00 AM - 2:59 AM
9/5/2014 0:42,40.77411,-73.87256,0,12:00 AM - 2:59 AM
9/5/2014 0:42,40.76389,-73.91499,0,12:00 AM - 2:59 AM
9/5/2014 0:42,40.7136,-73.82982,0,12:00 AM - 2:59 AM
9/5/2014 0:42,40.75749,-73.97797,0,12:00 AM - 2:59 AM
9/5/2014 0:43,40.69573,-73.97141,0,12:00 AM - 2:59 AM
9/5/2014 0:43,40.74761,-73.9565,0,12:00 AM - 2:59 AM
9/5/2014 0:43,40.78994,-73.94875,0,12:00 AM - 2:59 AM
9/5/2014 0:43,40.74998,-73.9951,0,12:00 AM - 2:59 AM
9/5/2014 0:43,40.72805,-74.00539,0,12:00 AM - 2:59 AM
9/5/2014 0:43,40.77049,-73.95114,0,12:00 AM - 2:59 AM
9/5/2014 0:44,40.74482,-73.98701,0,12:00 AM - 2:59 AM
9/5/2014 0:44,40.76115,-73.95982,0,12:00 AM - 2:59 AM
9/5/2014 0:44,40.70801,-73.95436,0,12:00 AM - 2:59 AM
9/5/2014 0:44,40.78256,-73.94713,0,12:00 AM - 2:59 AM
9/5/2014 0:44,40.76671,-73.98287,0,12:00 AM - 2:59 AM
9/5/2014 0:44,40.71731,-74.01263,0,12:00 AM - 2:59 AM
9/5/2014 0:45,40.75119,-73.98877,0,12:00 AM - 2:59 AM
9/5/2014 0:45,40.75692,-73.97819,0,12:00 AM - 2:59 AM
9/5/2014 0:45,40.74483,-73.98258,0,12:00 AM - 2:59 AM
9/5/2014 0:45,40.72396,-73.99263,0,12:00 AM - 2:59 AM
9/5/2014 0:46,40.74463,-73.9969,0,12:00 AM - 2:59 AM
9/5/2014 0:46,40.80588,-73.96277,0,12:00 AM - 2:59 AM
9/5/2014 0:46,40.7425,-74.00705,0,12:00 AM - 2:59 AM
9/5/2014 0:46,40.75232,-73.98963,0,12:00 AM - 2:59 AM
9/5/2014 0:46,40.7383,-73.99198,0,12:00 AM - 2:59 AM
9/5/2014 0:46,40.6724,-74.01096,0,12:00 AM - 2:59 AM
9/5/2014 0:46,40.76262,-73.99698,0,12:00 AM - 2:59 AM
9/5/2014 0:46,40.7054,-74.00706,0,12:00 AM - 2:59 AM
9/5/2014 0:46,40.775,-73.98805,0,12:00 AM - 2:59 AM
9/5/2014 0:47,40.72018,-73.99988,0,12:00 AM - 2:59 AM
9/5/2014 0:47,40.68963,-73.99238,0,12:00 AM - 2:59 AM
